,Unnamed: 0,storeNumber,latitude,longitude,postalCode
6103,8853,15842-143229,41.96737,-87.992536,601911338
6104,8854,2287-209786,42.138802,-88.024257,60074
6105,8855,15584-156749,42.139084,-88.025651,600742817
6106,8856,2746-292022,41.964826,-87.989579,60191
6107,8857,27510-245444,41.957133,-88.073466,601081168
6108,8858,17730-178946,42.138707,-87.985766,600894009
6109,8859,2726-85202,41.948352,-88.025751,601011824
6110,8860,9949-98563,41.989361,-88.149265,601334810
6111,8861,48177-261878,42.153201,-88.035701,60074
6112,8862,13440-104626,42.026864,-87.893963,600181516
6113,8863,12939-154904,42.161984,-88.053491,600107233
6114,8864,27406-246706,42.070979,-88.191178,60192
6115,8865,76563-98134,42.0665,-88.1928,601923717
6116,8866,2279-242344,41.936968,-88.082192,60139
6117,8867,72318-5706,41.980796,-87.90971,60666
6118,8868,76251-90355,41.93808,-88.088905,601391971
6119,8869,72407-3789,41.97682,-87.910659,60666
6120,8870,72316-5704,41.980938,-87.906193,60666
6121,8871,15487-156756,42.006857,-87.886788,600183621
6122,8872,72324-5710,41.979057,-87.906828,60666
6123,8873,72383-5707,41.977729,-87.907016,60666
6124,10455,76669-99069,42.407974,-87.85519,600872231
6125,10456,61937-295796,42.466107,-88.062112,60002
6126,10457,19827-177044,42.386423,-87.957048,600314592
6127,10458,59068-292552,42.383361,-87.955235,60031
6128,10459,13526-103969,42.379399,-87.94028,600319115
6129,10460,76176-94132,42.383239,-87.965971,600314591
6130,10461,2395-3910,42.385107,-87.977618,600311604
6131,10462,23957-230845,42.380081,-87.965782,60031
6132,10463,53659-271145,42.47689,-88.105731,60002
6133,10464,14472-118526,42.370736,-87.883326,600852206
6134,10465,9646-96986,42.345641,-87.896311,60085
6135,10467,14512-120164,42.382492,-88.063384,600732200
6136,10468,29759-251826,42.379271,-88.064847,60073
6137,10471,11492-103312,42.336306,-88.029985,600302466
6138,10472,10507-101201,42.345221,-88.066414,600301040
6139,10473,11494-103483,42.305554,-87.957817,600481400
6140,10474,2323-207505,42.280922,-87.879862,600441690
6141,10475,27552-245648,42.279797,-87.882589,60044
6142,10476,14235-113424,42.363115,-88.167424,600202128
6143,10477,50195-271149,42.277255,-88.020623,60060
6144,10478,50208-271150,42.435819,-88.243997,60081
6145,10479,10684-101908,42.279798,-88.042524,600609120
6146,10480,13832-107647,42.255747,-87.948215,600611574
6147,10482,52590-282320,42.252688,-87.864864,60045
6148,10483,205-225744,42.251703,-87.839908,600451951
6149,10484,76250-91863,42.2576,-88.0224,600604267
6150,10485,76186-88406,42.241448,-87.956623,600611555
6151,10486,10370-100683,42.240283,-87.97104,600614333
6152,10487,11493-103871,42.224812,-87.873797,600452608
6153,10488,2708-253748,42.360127,-88.266531,600515403
6154,10490,9912-98542,42.216932,-87.820207,600401004
6155,10491,14108-107648,42.203126,-87.935222,600614119
6156,10492,53773-279384,42.202202,-87.862583,60015
6157,10493,51860-267745,42.196167,-87.924904,60069
6158,10494,51983-280266,42.346359,-88.281614,600504004
6159,10495,56235-146068,42.192119,-87.824383,600351728
6160,10496,17751-168007,42.190784,-87.827419,600351729
6161,11274,14413-121824,41.158237,-87.885878,609142306
6162,11275,58221-290741,41.154399,-87.874451,60914
6163,11276,53072-281839,41.158387,-87.851132,60915
6164,11277,76184-88407,41.170464,-87.85148,609149324
6165,11278,9428-247110,41.173294,-87.850803,609149304
6166,11279,50194-272477,41.420136,-88.272388,60447
6167,11280,10451-100678,41.521677,-88.14604,604356431
6168,11283,50202-270013,41.522513,-88.20215,60404
6169,11285,76179-93199,41.533734,-88.201795,604047252
6170,11286,10028-99181,41.564968,-87.636758,604302012
6171,11287,8918-94270,41.549471,-88.199057,60431
6172,11288,50196-270010,41.37257,-88.423196,60450
6173,11289,62765-297164,41.384052,-88.422912,60450
6174,11290,29120-251949,41.566332,-88.19817,60586
6175,11295,13617-106904,41.610997,-88.122551,604466530
6176,11296,61157-294807,41.60054,-87.606185,60473
6177,11456,10825-102904,41.814825,-88.280414,605026008
6178,11457,8952-95285,41.800916,-88.273757,605022910
6179,11458,21210-209756,41.780038,-88.240147,605027003
6180,11459,11261-103637,41.797218,-88.204139,605636513
6181,11460,2569-42619,41.758613,-88.245294,605029011
6182,11461,76699-101336,41.797649,-88.360477,605426500
6183,11462,2380-7809,41.874985,-88.339712,601344625
6184,11463,76252-88640,41.769436,-88.20015,605403914
6185,11464,285-1472,41.888072,-88.307597,601342255
6186,11465,8834-85688,41.786082,-88.376198,605067939
6187,11466,13437-106906,41.737405,-88.252552,605048910
6188,11467,2755-85683,41.802223,-88.173507,605554053
6189,11468,76202-91861,41.801352,-88.169021,605553934
6190,11469,48288-262065,41.762831,-88.188173,60540
6191,11470,11179-103484,41.746519,-88.200937,605649314
6192,11471,72837-85004,41.900887,-88.342794,601741570
6193,11472,2650-289982,41.902005,-88.341652,60174
6194,11473,50222-270015,41.717738,-88.317949,60543
6195,11474,11495-277043,41.786224,-88.144165,605633156
6196,11475,63964-298656,41.772878,-88.149793,60540
6197,11476,72683-76624,41.920508,-88.264783,601742400
6198,11477,11793-104779,41.913146,-88.337322,601746215
6199,11478,29257-253090,41.921866,-88.271092,601742467
6200,11479,2314-1966,41.746973,-88.16227,605656196
6201,11480,10687-101972,41.914966,-88.209586,601856240
6202,11481,76177-94133,41.859002,-88.140014,601874529
6203,11482,9707-96114,41.700133,-88.314588,605438301
6204,11483,10734-101966,41.710875,-88.206914,605645062
6205,11484,13371-106590,41.719167,-88.374163,605381023
6206,11485,60979-294782,41.755909,-88.142035,60540
6207,11486,18503-139370,41.803533,-88.121476,605631554
6208,11487,265-195404,41.795483,-88.121829,60540
6209,11488,50227-272476,41.773297,-88.439349,60554
6210,11489,48169-261808,41.831424,-88.103155,601892008
6211,11490,18014-181904,41.753473,-88.115305,605408322
6212,11491,2352-7468,41.86502,-88.10649,601875319
6213,11492,63600-293609,41.859706,-88.103069,60187
6214,11493,2347-3909,41.947121,-88.207297,601033047
6215,11494,26895-245716,41.679866,-88.203872,605645826
6216,11495,11498-104202,41.888564,-88.107651,601879141
6217,11496,63265-297541,41.683473,-88.383276,60543
6218,11497,16383-165905,41.842246,-88.073462,601376708
6219,11498,11874-105608,41.787201,-88.073393,605322329
6220,11499,9910-98533,41.901554,-88.101466,601882128
6221,11500,76515-99078,41.704791,-88.122281,604401508
6222,11501,2682-277324,41.769712,-88.069772,60517
6223,11502,76201-92945,41.975025,-88.341662,601773315
6224,11503,58391-292377,41.830564,-88.056889,601377105
6225,11504,50207-271146,41.901359,-88.474258,60119
6226,11505,52122-280691,41.974217,-88.207503,601031668
6227,11506,19807-178945,41.612469,-88.201485,605441967
6228,11507,3993-147379,41.650069,-88.205795,60544
6229,11508,8833-85684,41.652555,-88.204478,60544
6230,11509,10593-101611,41.690834,-88.126364,604901510
6231,11510,11790-104003,41.688183,-88.068649,604403411
6232,11511,75440-106230,41.720152,-88.041061,604402256
6233,11512,10116-99586,41.72198,-88.039687,604402256
6234,11513,2240-267664,41.750163,-88.013128,60517
6235,11514,76299-95372,41.770759,-88.038765,605171300
6236,12052,70348-138020,41.866864,-87.883,601621821
6237,12053,75298-99911,41.84556,-87.902335,601545777
6238,12054,76476-95373,41.854725,-87.851292,601554887
6239,12055,10904-103043,41.851628,-87.852882,601554723
6240,12056,15431-113186,41.864207,-87.933796,60126
6241,12057,9425-94667,41.908358,-87.866082,601601121
6242,12058,58415-292565,41.907756,-87.841477,60160
6243,12059,2214-620,41.813975,-87.869849,605252429
6244,12060,9354-74232,41.850753,-87.953798,605239013
6245,12061,259-1468,41.901995,-87.940097,601262806
6246,12062,2328-2934,41.817463,-87.917241,605212480
6247,12063,75676-90374,41.846222,-87.952351,605232009
6248,12064,72620-24288,41.849021,-87.954254,60521
6249,12065,24770-238616,41.887962,-87.8133,60305
6250,12066,9909-98148,41.879784,-87.806258,601301764
6251,12067,2320-1965,41.808505,-87.902116,605581697
6252,12068,49230-267626,41.804895,-87.889074,605581624
6253,12069,21382-208544,41.850616,-87.802189,604022143
6254,12070,54235-280925,41.888333,-87.803714,60301
6255,12071,59792-293598,41.803929,-87.891341,60558
6256,12072,10269-100668,41.81576,-87.832389,605341081
6257,12073,48457-263364,41.930757,-87.885276,601312222
6258,12074,23619-230010,41.919054,-87.940254,601261603
6259,12075,24935-237117,41.86008,-87.973967,60181
6260,12076,63607-298004,41.920634,-87.940436,60126
6261,12077,13342-104978,41.888456,-87.793317,603011406
6262,12078,56707-290223,41.928396,-87.835488,601711434
6263,12079,264-99350,41.802423,-87.929049,60521
6264,12080,9397-95972,41.905357,-87.966691,601262129
6265,12081,2949-92500,41.909226,-87.802591,607074308
6266,12082,10778-101850,41.84552,-87.97738,605234602
6267,12083,10371-100822,41.860824,-87.981697,601813504
6268,12084,58527-292703,41.823554,-87.802278,60402
6269,12085,29893-254847,41.932698,-87.937975,60106
6270,12086,15956-146069,41.907255,-87.977243,601811244
6271,12087,11792-103870,41.955181,-87.871537,601761447
6272,12088,2388-12228,41.79556,-87.954424,605141333
6273,12089,25211-240085,41.810489,-87.975424,60559
6274,12090,2716-261879,41.839768,-87.997238,601485614
6275,12091,50220-270012,41.787437,-87.949994,60514
6276,12092,2259-201684,41.8101,-87.986355,60515
6277,12093,7948-234684,41.930181,-87.786142,606391032
6278,12094,76609-99079,41.840225,-88.008324,601485529
6279,12095,2386-286370,41.859547,-88.019652,601484410
6280,12096,10117-99637,41.905535,-88.010173,601481303
6281,12097,76229-90352,41.954482,-87.808547,607061202
6282,12098,53765-279231,41.858591,-88.025248,60148
6283,12203,2507-32283,42.181679,-87.964776,600896888
6284,12204,50755-276150,42.181975,-87.988866,600479563
6285,12205,52169-277739,42.167312,-87.922269,600892501
6286,12206,63601-293632,42.198727,-88.061039,60047
6287,12207,15492-156747,42.154407,-87.949886,600902239
6288,12208,260-202344,42.152912,-87.943342,600902502
6289,12209,2739-87461,42.144339,-87.910616,600903018
6290,12210,2381-2954,42.167094,-87.844508,600153242
6291,12211,26898-242206,42.13921,-87.926137,600902768
6292,12212,2543-33160,42.171315,-87.824552,600353706
6293,12213,2448-22142,42.184503,-88.092609,600472466
6294,12214,2471-26507,42.185613,-87.802358,600353151
6295,12215,2248-189624,42.15234,-87.835745,600155218
6296,12216,15583-156751,42.18719,-88.103951,600472356
6297,12217,281-138484,42.194648,-88.11043,600472205
6298,12218,23954-232511,42.191785,-88.108404,60047
6299,12416,23951-233744,42.194443,-88.211331,60021
6300,12417,29259-253091,42.216712,-88.254638,600132073
6301,12826,2737-85201,41.600473,-87.558557,604095588
6302,12827,75935-101330,41.774232,-87.744661,606385804
6303,12828,9942-97688,41.736476,-87.628778,606201397
6304,13041,21357-178964,42.10956,-87.87476,600626150
6305,13042,247-286780,42.105961,-87.847639,600626519
6306,13043,11961-103872,42.136949,-87.791542,600624001
6307,13044,51729-253651,42.105464,-87.813046,60025
6308,13045,10777-102332,42.106643,-87.80372,600626817
6309,13978,224-119704,42.0865,-87.700335,600911822
6310,13979,10453-101024,42.077499,-87.71025,600912518
6311,13980,255-1470,42.064215,-87.702686,602015812
6312,13981,8667-86920,42.064302,-87.726825,602011108
6313,13982,275-1487,42.106926,-87.735344,600932228
6314,13983,75418-102336,42.053318,-87.67289,602082500
6315,13984,243-189444,42.049658,-87.682029,602013713
6316,13985,2246-397,42.081184,-87.75657,600911073
6317,13986,2260-1298,42.060717,-87.749031,60077
6318,13987,23091-227464,42.04136,-87.699549,602014069
6319,13988,10452-101025,42.079803,-87.762642,600911064
6320,13989,11497-105610,42.041004,-87.730973,600762101
6321,13990,256-1483,42.101759,-87.770338,600933469
6322,13991,2444-20719,42.034122,-87.678856,602021814
6323,13992,2711-83397,42.040497,-87.751886,600771842
6324,13993,210-1401,42.134377,-87.759558,600221525
6325,13994,76373-96998,42.019454,-87.685042,602023636
6326,13995,23952-232509,42.018383,-87.673878,60626
6327,13996,2239-950,42.080407,-87.798095,600252160
6328,13997,9559-233124,42.013058,-87.71209,600767200
6329,13998,23955-230846,42.100552,-87.798661,60025
6330,13999,2222-242608,42.012174,-87.736537,60712
6331,14000,2237-267147,42.04047,-87.797211,60053
6332,14001,29492-253827,42.011603,-87.757908,600773245
6333,14002,2428-18819,42.004658,-87.661197,606264405
6334,14003,72197-19919,42.07929,-87.817145,600267777
6335,14004,56952-290369,41.999428,-87.660708,60626
6336,14005,2683-72626,42.089342,-87.824297,600267783
6337,14006,19283-182806,41.997898,-87.660865,606601402
6338,14007,2929-85123,41.99287,-87.711001,606592435
6339,14008,17743-168006,41.992576,-87.690159,606592816
6340,14009,76220-90361,42.012697,-87.780421,607144621
6341,14010,76604-95684,41.990918,-87.683373,606594277
6342,14011,47361-257925,41.989935,-87.670941,606603211
6343,14012,2252-1223,41.989859,-87.733873,606466002
6344,14013,15752-162106,42.011772,-87.800564,607144424
6345,14014,2623-62739,42.053101,-87.836073,607141209
6346,14015,2445-20980,41.983818,-87.657811,606604630
6347,14016,60652-291125,42.052345,-87.839687,607141237
6348,14017,13522-106970,41.975849,-87.710122,606254828
6349,14018,2310-1856,41.978141,-87.668545,606402114
6350,14019,62850-297367,41.977626,-87.660421,60640
6351,14020,63032-291017,41.975001,-87.744185,60630
6352,14021,58413-285623,41.974962,-87.745392,60630
6353,14022,53771-279230,41.969108,-87.675085,60640
6354,14023,13439-107188,41.968967,-87.729033,606302844
6355,14060,13888-108514,42.270704,-88.97085,611082644
6356,14061,2757-89241,42.266713,-88.994881,611082514
6357,14062,10368-100752,42.305028,-88.978663,611148016
6358,14063,19828-200204,42.23928,-89.028627,611087813
6359,14064,48179-261876,42.317765,-89.035015,611114769
6360,14065,13243-106151,42.238157,-88.819959,610089303
6361,14066,50226-272272,42.014013,-88.678179,60178
6362,14067,62072-296436,41.986128,-88.710427,60178
6363,14068,9705-95477,41.956016,-88.722696,601152051
6364,14069,5102-144970,41.95196,-88.72609,601152051
6365,14070,59484-289032,41.935549,-88.766231,60115
6366,14071,10826-102732,41.931744,-88.77219,601153027
6367,14072,2426-16174,42.314193,-88.447937,600983249
6368,14073,54175-285676,42.292133,-88.421674,600987227
6369,14074,18566-178607,42.151703,-88.433915,601427906
6370,14075,57546-291304,42.184568,-88.421387,60142
6371,14076,50203-271148,42.136411,-88.42924,601428039
6372,14077,2649-63140,42.180639,-88.334812,601565961
6373,14078,55002-286453,42.225363,-88.324072,60014
6374,14079,76107-79323,42.166172,-88.33549,60102
6375,14080,18024-182807,42.162142,-88.336273,601025941
6376,14081,2556-42160,42.242347,-88.318606,600144472
6377,14082,26160-237118,42.28077,-89.630863,610326840
6378,14083,17358-162104,42.226486,-88.312628,600148062
6379,14084,60653-291221,42.22867,-88.305613,600148016
6380,14085,10239-100045,42.091811,-88.336114,601238032
6381,14087,11490-103873,42.210421,-88.285705,600148215
6382,14090,2626-63429,42.160144,-88.273154,601024519
6383,14091,2826-87462,42.099801,-88.286494,601181214
6384,14092,25698-240423,42.01099,-88.335527,60123
6385,14093,2694-82520,41.98652,-88.341431,601772261
6386,14094,60971-294785,42.024879,-88.312236,60123
6387,14095,55261-288761,42.119437,-88.258454,601102242
6388,14096,58505-292691,41.774667,-87.975037,60559
6389,14097,266-1467,41.795972,-88.01062,605153659
6390,14098,19854-202424,41.808346,-88.013906,605152808
6391,14099,64666-298679,41.793979,-87.770321,60638
6392,14100,21379-208368,41.834491,-88.021556,605151031
6393,14101,57112-290668,41.830675,-88.035018,60515
6394,14102,19693-201565,41.65577,-88.441578,605601115
6395,14103,76911-127264,41.6824,-88.4722,605605602
6396,14188,2217-191325,42.154055,-88.136291,600104302
6397,14189,9645-96469,42.153404,-88.128677,600104611
6398,14428,11719-103965,41.879906,-87.647459,606613508
6399,14429,15963-166069,41.877681,-87.654769,606072905
6400,14430,49695-270764,41.882068,-87.640544,606614544
6401,14431,59752-291733,41.87474,-87.650082,60607
6402,14432,47565-254929,41.885486,-87.638489,606061598
6403,14433,203-1427,41.884618,-87.637348,606061611
6404,14434,27508-247131,41.879035,-87.639029,606615810
6405,14435,2261-270807,41.879037,-87.636385,60606
6406,14436,211-1432,41.880077,-87.635003,606065055
6407,14437,13319-105510,41.882235,-87.634059,606063414
6408,14438,229-1408,41.888662,-87.634534,60654
6409,14439,18013-106176,41.884346,-87.633691,606013121
6410,14440,2234-756,41.879507,-87.633966,606065208
6411,14441,10366-101026,41.882921,-87.632622,606022590
6412,14442,10594-100954,41.88079,-87.632144,606031603
6413,14443,2224-661,41.890187,-87.631329,606544517
6414,14444,75212-90962,41.881561,-87.630041,606032021
6415,14445,66051-299661,41.873979,-87.669281,60612
6416,14446,233-289719,41.87828,-87.631025,60604
6417,14447,225-692,41.885903,-87.628861,606011647
6418,14448,56683-289421,41.883915,-87.628804,60602
6419,14449,2483-25527,41.86942,-87.662994,606074623
6420,14450,72622-28127,41.883716,-87.62722,606021659
6421,14451,10199-99007,41.879566,-87.627861,606035606
6422,14452,72624-28167,41.884333,-87.62645,606021659
6423,14453,63483-297992,41.884638,-87.626036,60601
6424,14454,223-1434,41.892628,-87.628364,606543853
6425,14455,13710-108121,41.894258,-87.629475,606542827
6426,14456,21751-213784,41.891583,-87.627008,60611
6427,14457,282-1425,41.874653,-87.628821,606051586
6428,14458,15683-163424,41.882653,-87.624954,606024896
6429,14459,22949-225804,41.885936,-87.624818,606015909
6430,14460,62620-290526,41.864614,-87.647056,60607
6431,14461,2247-1040,41.878108,-87.625882,606044466
6432,14462,28867-251544,41.887721,-87.62443,606013901
6433,14463,10957-103358,41.885111,-87.624107,606017506
6434,14464,209-1429,41.886084,-87.62407,606017757
6435,14465,16309-157064,41.879372,-87.624673,606042402
6436,14466,51694-265273,41.870744,-87.674102,60612
6437,14467,75987-101329,41.891396,-87.623865,60611
6438,15092,10906-103100,42.004966,-87.884235,600183601
6439,15093,20773-105725,41.988646,-87.861346,600185128
6440,15094,54417-286634,41.978529,-87.897218,60666
6441,15095,15030-156826,41.977308,-87.898602,60666
6442,15096,244-1484,42.010503,-87.82963,600684120
6443,15097,72317-5705,41.976333,-87.905406,60666
6444,15098,72326-5711,41.975947,-87.902288,60666
6445,15099,72245-35979,41.975253,-87.90003,60666
6446,15100,2461-22122,42.010033,-87.827995,600684229
6447,15101,26705-235926,41.98016,-87.863303,60018
6448,15102,72323-5709,41.974663,-87.90033,60666
6449,15103,72403-3869,41.974737,-87.908286,60666
6450,15104,19230-179904,41.978936,-87.861318,60018
6451,15105,72384-5713,41.973207,-87.900362,60666
6452,15106,20748-203824,41.97545,-87.867821,600185321
6453,15107,53772-279229,41.987311,-87.83796,60068
6454,15108,75825-92904,41.983225,-87.841015,606313230
6455,15109,47593-258944,41.996462,-87.80652,606311668
6456,15110,63611-297862,41.965464,-87.812814,60706
6457,15111,22861-222805,41.967225,-87.806919,607064600
6458,15152,13613-106969,39.484884,-88.186262,619203022
6459,15153,50600-258592,39.4838,-88.333109,619386226
6460,15154,9648-96552,39.138963,-88.566658,624014500
6461,15158,25140-240095,40.091624,-88.246263,618207219
6462,15160,21677-74483,40.108358,-88.229148,618206219
6463,15161,26120-162508,40.10953,-88.226962,618012953
6464,15162,65431-294219,40.110581,-88.224081,61801
6465,15163,10636-98525,40.112943,-88.20462,618022727
6466,15164,57213-289946,40.113465,-88.275944,61821
6467,15165,52035-279772,40.141727,-88.255072,61822
6468,15167,10448-98526,40.148249,-88.257239,618221298
6469,15344,21650-213844,41.79849,-87.743227,60638
6470,15345,50882-276493,41.793384,-87.703271,606292403
6471,15346,2372-8853,41.807366,-87.742756,606324807
6472,15347,76178-93198,41.812467,-87.722433,606324010
6473,15474,73770-104071,37.731077,-89.183025,629026417
6474,15475,59412-293615,37.728421,-89.200307,629013121
6475,15476,75239-74503,37.712799,-89.218287,62901
6476,15477,17637-183829,37.749055,-88.979998,62959
6477,15478,53845-286047,37.742867,-88.97013,629594951
6478,15479,79461-104069,37.742629,-88.945498,62959
6479,15483,48900-254804,38.311697,-88.94331,62864
6480,15484,51254-277191,38.31282,-88.945798,628642281
6481,15485,61227-295641,41.816844,-87.724111,60632
6482,15486,61845-295642,41.831235,-87.744087,60804
6483,15487,76375-96994,41.839575,-87.741683,608043637
6484,15488,27892-248045,41.78013,-87.645111,606211902
6485,15489,76564-96763,41.835532,-87.674862,606086107
6486,15490,47362-256704,41.837838,-87.646504,606086602
6487,15491,10634-101745,41.830878,-87.626746,606091910
6488,15492,18244-180585,41.791196,-87.603985,60637
6489,15493,63610-298006,41.824225,-87.615624,60653
6490,15494,57238-291230,41.872778,-87.676802,60612
6491,15495,24173-212246,41.789838,-87.597159,60637
6492,15496,2827-87440,41.79521,-87.596777,606155115
6493,15497,53523-277884,41.852632,-87.634584,60616
6494,15502,9911-98894,41.859007,-88.05802,601375817
6495,15503,2205-1473,41.876582,-88.065834,601374186
6496,15558,75143-74261,41.850141,-87.615831,606161419
6497,15559,51275-241742,41.85267,-87.623192,60616
6498,15560,17667-177264,41.851673,-87.612742,60616
6499,15561,75309-74531,41.85188,-87.612334,606162452
6500,15562,72145-8809,41.864408,-87.639885,606075208
6501,15563,2639-55899,41.867243,-87.626055,606052414
6502,15564,76275-90356,41.867654,-87.630728,606052159
6503,15565,47692-256629,41.799707,-87.59405,60615
6504,15566,226-177445,41.799755,-87.587608,606154503
6505,15567,18958-191084,41.884817,-87.619808,60601
6506,15568,2264-566,41.885144,-87.621479,606016401
6507,15569,8954-94895,41.964528,-87.70884,606254511
6508,15570,49894-271545,41.967578,-87.767592,606303219
6509,15571,2378-6046,41.964632,-87.68579,606252102
6510,15591,2624-49139,41.765852,-87.585606,606492322
6511,15923,55376-286119,41.490638,-90.480808,612654425
6512,15924,49911-271186,41.488062,-90.475913,61265
6513,15925,51251-276064,41.470452,-90.528833,612652601
6514,15926,76514-99068,41.469327,-90.525062,612656891
6515,15927,9267-96098,41.470751,-90.479905,612651000
6516,15928,63836-298089,41.494837,-90.40753,61282
6517,15929,51363-277846,41.443924,-90.57002,61264
6518,15933,76643-99067,40.975741,-90.387899,614011343
6519,15934,52160-280931,40.970891,-90.383592,614011325
6520,15935,24096-231765,40.946109,-90.33975,61401
6521,15936,51797-277744,41.818208,-89.646723,61081
6522,15937,10686-102300,42.020152,-88.202322,601072366
6523,15938,76312-96667,42.016297,-88.20276,60107
6524,15966,2232-233024,41.938914,-88.117188,60108
6525,16025,13615-107790,39.935576,-91.365566,623013709
6526,16026,18745-194026,39.933743,-91.356832,62305
6527,16027,63576-298153,39.912552,-91.393232,62301
6528,16868,1357-148994,41.962772,-87.656545,606405660
6529,16869,2635-63720,41.968897,-87.659378,606405266
6530,16870,2491-25507,41.961623,-87.676168,606131012
6531,25298,53313-284727,41.89401,-87.6245,60611
6532,25299,75645-74740,41.893231,-87.622892,606112822
6533,25300,19549-197684,41.893996,-87.622453,606113234
6534,25301,13468-107637,41.899002,-87.628105,606111449
6535,25302,2373-5584,41.894649,-87.621024,606112908
6536,25303,2484-26088,41.898238,-87.625354,606112051
6537,25304,28778-239046,41.890029,-87.618831,60611
6538,25305,65456-298190,41.896167,-87.620849,60611
6539,25306,27531-244692,41.890637,-87.617335,60611
6540,25307,25092-239066,41.898787,-87.623677,606111803
6541,25329,2568-42919,41.953341,-87.737892,606412830
6542,25330,48855-248984,41.956723,-87.747004,606411810
6543,25453,8689-94259,40.480791,-88.951936,617043596
6544,25454,59467-292644,40.477326,-88.955068,61710
6545,25455,24896-238034,40.497661,-88.950244,61704
6546,25456,61205-294466,40.456416,-88.956255,61791
6547,25457,10954-103245,40.459992,-88.97149,617017110
6548,25458,10027-99461,40.50658,-88.955137,617617608
6549,25459,59790-291220,40.507337,-88.957703,61761
6550,25460,52829-277024,40.50877,-88.985565,61761
6551,25461,47965-245484,40.508055,-88.993169,61761
6552,25462,57288-274904,40.511523,-88.992035,617614402
6553,25463,24782-238365,40.532356,-88.994757,617615283
6554,25464,22898-138022,40.620846,-89.468552,615501545
6555,25465,10592-101638,40.543052,-89.599166,615546235
6556,25466,50933-276619,40.667579,-89.579189,616112544
6557,25467,17550-182784,40.670448,-89.586468,61611
6558,25468,10909-103009,40.732282,-89.573692,616147743
6559,25469,61253-293950,40.706665,-89.594453,61604
6560,25470,8919-101851,40.699485,-89.612777,616061200
6561,25471,25779-242182,40.738325,-89.605175,61614
6562,25472,9756-97757,40.746727,-89.612051,616145833
6563,25473,11622-104197,40.783858,-89.603119,616152101
6564,25474,76337-95376,40.750256,-89.63525,616153538
6565,25475,28269-105735,40.79984,-89.611589,61615
6566,25476,3432-93756,40.778977,-89.676349,616159326
6567,25477,26710-243205,40.780631,-89.678325,61615
6568,25478,27001-244984,41.14873,-88.833814,61364
6569,25532,216-1404,41.893315,-87.617572,606113051
6570,25533,58362-292365,41.895969,-87.619203,60611
6571,25589,50482-275107,41.91658,-87.745754,606394614
6572,25852,24094-234445,40.565896,-90.03408,61520
6573,25853,21282-204244,41.347726,-89.127225,61354
6574,25854,76613-101790,41.362091,-89.129024,613541013
6575,27070,75138-289907,41.891921,-87.60676,60611
6576,27881,61254-293946,40.188203,-87.629324,61832
6577,27952,26714-244394,40.460246,-90.648345,61455
6578,27953,57548-291655,40.458899,-90.640913,614552531
6579,27995,10558-101283,41.371343,-89.125069,613541005
6580,6351,10735-102029,38.86126,-86.514659,474213511
6581,6352,10827-102902,39.145492,-86.531716,474016559
6582,6353,22805-223910,39.153725,-86.495615,47401
6583,6354,76180-90430,39.16229,-86.494148,474015495
6584,6355,8691-93717,39.165782,-86.498528,474084435
6585,6356,2387-12043,39.166093,-86.527053,474084043
6586,6357,75386-103340,39.167934,-86.523629,474053905
6587,6358,2670-71240,39.168444,-86.573087,474044892
6588,6359,63103-296328,39.213698,-86.590086,47404
6589,6360,48569-263826,38.958475,-85.850148,472743569
6590,6361,9398-96527,39.405685,-86.437599,461513010
6591,6362,10318-100360,39.200031,-85.950828,472019253
6592,6363,48899-263767,39.228312,-85.901755,47201
6593,6364,8124-96074,39.21594,-85.882532,472015578
6594,6365,76230-90438,39.218978,-85.885249,472015194
6595,6366,52318-281407,39.31021,-85.96631,461249005
6596,6367,63292-297453,38.236413,-86.129039,471122144
6597,6368,48895-263768,39.489292,-86.064335,46131
6598,7206,13950-108407,39.881614,-86.068362,462204026
6599,7207,2701-83423,39.890176,-86.046834,462502862
6600,7208,2393-234825,39.90551,-86.051935,46250
6601,7209,23620-229304,39.904783,-86.086922,462505658
6602,7210,75403-102990,39.900543,-86.042169,462561695
6603,7211,8921-95320,39.854695,-86.085499,462261401
6604,7212,76927-129164,39.865375,-86.119042,462202470
6605,7213,2360-99222,39.913859,-86.108293,462407621
6606,7214,13344-106329,39.926449,-86.040986,462503308
6607,7215,2377-8328,39.869852,-86.143145,462201961
6608,7216,22800-223906,39.897844,-85.993939,46256
6609,7217,2828-204144,39.913686,-86.139118,462401814
6610,7218,76232-90432,39.91485,-86.138786,462401997
6611,7219,2408-13139,39.927474,-86.009623,460379648
6612,7220,2725-86521,39.861437,-85.975837,462362894
6613,7221,13443-106854,39.854443,-86.159118,462081554
6614,7222,2581-33399,39.957075,-86.043758,460381727
6615,7223,9561-96533,39.925871,-86.157421,462601310
6616,7224,8920-95319,39.957052,-86.112996,460333214
6617,7225,2758-86683,39.956148,-86.010849,460382827
6618,7226,9951-99002,39.795203,-86.04493,462191733
6619,7227,72638-32281,39.959679,-86.009885,460382903
6620,7228,72157-8810,39.837928,-86.172085,462083450
6621,7229,47275-137465,39.957134,-85.99978,460372822
6622,7230,2538-293136,39.912638,-86.181737,46260
6623,7231,22798-223913,39.962867,-86.125655,46032
6624,7232,8123-95318,39.979643,-86.071017,460338858
6625,7233,13618-97252,39.856044,-86.195234,462281880
6626,7234,51691-272906,39.909408,-86.195463,46260
